unique_plan_id,provider_name,service_plan_name,tier_plan_name,connection_type,monthly_price,intro_rate,intro_rate_price,intro_rate_time,contract_req,contract_time,contract_terms_url,early_termination_fee,single_purchase_fee_descr,single_purchase_fees,monthly_provider_fee_descr,monthly_provider_fees,declined_auto_payment,tax,bundle_discounts_url,typical_download_speed,typical_upload_speed,typical_latency,monthly_data_allow,over_usage_data_price,additional_data_increments,data_allowance_policy_url,network_management_policy_url,privacy_policy_url,customer_support_phone,customer_support_web
F0025646373260429SD4N2YAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4N2YSEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4N3YAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4N3YSEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4N1WAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4N1WSEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4C2YAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4C2YSEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4C3YAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4C3YSEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4C1WAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4C1WSEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4H3YAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,36,No,NULL,NULL,0.00,Reconnect Fee;Professional Installation;Late Fee;Change of Service;Service Activation;Hourly Labor Charge,5.00;50.00;Up to 8.95;50.00;20.00;50.00,Optional Invincible WiFi;Optional WiFi Service,20.00;0.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022G4CW5AEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70.00,60,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022G4CW5SEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70.00,60,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN2YAEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN2YSEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN3YAEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN3YSEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIC2YAEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIC2YSEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GINATAEN,Spectrum,Internet 2 Gig,NULL,Fixed,125.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GINATSEN,Spectrum,Internet 2 Gig,NULL,Fixed,125.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN1YAEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,90.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN1YSEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,90.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIWB1AEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIWB1SEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIC1YAEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,90.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIC1YSEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,90.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GICWBAEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GICWBSEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022G4NW5AEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70.00,60,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022G4NW5SEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70.00,60,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GICALAEN,Spectrum,Internet 2 Gig,NULL,Fixed,125.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GICALSEN,Spectrum,Internet 2 Gig,NULL,Fixed,125.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIC3YAEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIC3YSEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732605292GICW2AEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,80.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732605292GICW2SEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,80.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732605292GIWB2AEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,80.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2056 ,1002 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732605292GIWB2SEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,80.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5.00,0.00,https://www.spectrum.com/packages,2058 ,2071 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SA4NNTSEN,Spectrum,Internet Assist,NULL,Fixed,35.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5.00,0.00,https://www.spectrum.com/packages,57 ,52 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SA4NCASEN,Spectrum,Internet Assist,NULL,Fixed,35.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,California Cost Recovery Charge;Modem and Advanced WiFi service;Optional Invincible WiFi,1.25;Included;0.00,5.00,0.00,https://www.spectrum.com/packages,57 ,52 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SA4NHIAEN,Spectrum,Internet Assist,NULL,Fixed,35.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5.00,0.00,https://www.spectrum.com/packages,57 ,11 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SD4NNTSEN,Spectrum,Internet Advantage,NULL,Fixed,60.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SD4NCASEN,Spectrum,Internet Advantage,NULL,Fixed,60.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,California Cost Recovery Charge;Modem and Advanced WiFi service;Optional Invincible WiFi,1.25;Included;0.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
