provider_name,service_plan_name,connection_type,unique_plan_id,monthly_price,intro_rate,intro_rate_price,intro_rate_time,contract_req,contract_time,contract_terms_url,early_termination_fee,single_purchase_fee_descr,single_purchase_fees,monthly_provider_fee _descr,monthly_provider_fee,tax,bundle_discounts_url,typical_download_speed,typical_upload_speed,typical_latency,monthly_data_allow,over_usage_data_price,additionalDataIncrement,data_allowance_policy_url,network_management_policy_url,privacy_policy_url,customer_support_phone,customer_support_web
Metronet,Metronet  750M/ 750M Internet Access,Fixed,F0030023295R00000000318490,85.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,758.51 Mbps,763.03 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318491,79.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318492,80.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318493,55.00,Yes,55.00,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318494,70.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318496,80.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318497,44.95,Yes,44.95,12,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318498,59.95,Yes,59.95,24,No,NULL,NULL,$0,Installation Fee,75.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318499,95.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318500,70.00,Yes,70.00,120,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318501,74.95,Yes,74.95,36,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318502,64.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318503,84.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318504,59.95,Yes,59.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318505,80.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318506,59.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;Tech Assure,4.95;12.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  150M/150M Internet Access,Fixed,F0030023295R00000000318507,54.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Premium WiFi Router;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,163.93 Mbps,157.47 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318509,85.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318510,70.00,Yes,70.00,120,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318511,70.00,Yes,70.00,120,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318513,49.95,Yes,49.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318514,75.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318515,69.95,Yes,69.95,12,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318516,60.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318517,69.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318518,74.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  750M/ 750M Internet Access,Fixed,F0030023295R00000000318523,75.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,758.51 Mbps,763.03 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318524,70.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  150M/150M Internet Access,Fixed,F0030023295R00000000318525,34.95,Yes,34.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,163.93 Mbps,157.47 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318526,70.00,Yes,70.00,120,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 5G/5G Internet Access,Fixed,F0030023295R00000000318527,109.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,4982.19 Mbps,4955.16 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318528,49.95,Yes,49.95,36,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;0.00,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  100M/ 100M Internet Access,Fixed,F0030023295R00000000318529,55.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,108.47 Mbps,105.13 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318530,49.95,Yes,49.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2GB/1GB Internet Access,Fixed,F0030023295R00000000318531,70.00,Yes,70.00,120,No,NULL,NULL,$0,Installation Fee,75.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,2093.49 Mbps,992.38 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  100M/ 100M Internet Access,Fixed,F0030023295R00000000318532,49.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,108.47 Mbps,105.13 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318533,80.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure;Tech Assure,4.95;0.00;12.95;0.00,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318534,44.95,Yes,44.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Premium WiFi Router;Tech Assure,4.95;0.00;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  750M/ 750M Internet Access,Fixed,F0030023295R00000000318535,80.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,758.51 Mbps,763.03 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318536,69.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.00,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  100M/ 100M Internet Access,Fixed,F0030023295R00000000318537,49.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.00,Varies by location,https://www.metronet.com/offer-details,108.47 Mbps,105.13 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  150M/150M Internet Access,Fixed,F0030023295R00000000318538,34.95,Yes,34.95,12,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;Tech Assure,4.95;12.00,Varies by location,https://www.metronet.com/offer-details,163.93 Mbps,157.47 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318539,59.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318540,49.95,Yes,49.95,12,No,NULL,NULL,$0,Installation Fee,75.00,Tech Assure,12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318541,89.95,Yes,89.95,12,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;Premium WiFi Router;Tech Assure,4.95;0.00;12.00,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2GB/1GB Internet Access,Fixed,F0030023295R00000000318542,70.00,Yes,70.00,120,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,2093.49 Mbps,992.38 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318543,80.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  100M/ 100M Internet Access,Fixed,F0030023295R00000000318544,39.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,108.47 Mbps,105.13 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318550,49.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318560,90.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2GB/1GB Internet Access,Fixed,F0030023295R00000000318561,0.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,2093.49 Mbps,992.38 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318562,79.95,Yes,79.95,12,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  750M/ 750M Internet Access,Fixed,F0030023295R00000000318570,75.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;Tech Assure,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,758.51 Mbps,763.03 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318571,74.95,Yes,74.95,36,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;0.00,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 5G/5G Internet Access,Fixed,F0030023295R00000000318572,129.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,4982.19 Mbps,4955.16 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318573,99.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000318574,69.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  100M/ 100M Internet Access,Fixed,F0030023295R00000000318575,39.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,108.47 Mbps,105.13 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  150M/150M Internet Access,Fixed,F0030023295R00000000318576,29.95,Yes,29.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,163.93 Mbps,157.47 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000318577,89.95,Yes,89.95,12,No,NULL,NULL,$0,Installation Fee,75.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000318578,49.95,Yes,49.95,12,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
