"FCCPlanId","providerName","planName","serviceType","priceAmount","planDisclaimer","priceDescription","introductoryRateValue","priceAfterIntroductory","introductoryPeriodLength","contractStatus","contractPeriod","contractLinkURL","lineItemDisclaimer","terminationFee","terminationDescription","otherTerminationFees","otherTerminationFeesAmount","terminationLinkText","onTimeyFeeType","oneTimeFee","monthlyFeeType","monthlyFee","latePaymentFees","latePaymentDescription","tax","discountsBundlesLinks","speedsDownloadSpeed","speedsUploadSpeed","speedsLatency","networkDisclaimerLinkLabel","networkDisclaimerLinkText","dataMonthly","dataAadditionalUsageCharge","dataSpeedDescription","dataDetailsLinkText","networkPolicyLinkText","privacyPolicylinkText","contactUsNumbers","customerSupportlinkText"
"M0005937974883366493983531","AT&T","NumberSync for connected car","Mobile","0.00","","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","0.00","","Varies by location","att.com/CCdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-82 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","After 22GB AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(866) 595-1334","att.com/support"
"F0005937974390604927121118","AT&T","Internet 300M / 300M (eRate)","Fixed","70","","","is not","","","requires a contract.","12","Terms of Service - Legal Policy Center - AT&T (att.com)","","","$20 per month remaining in term, per AT&T Internet line installed may be applied until end of Service Agreement Term","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","att.com/smbbbcontracts","Installation Fee","150.00","","","","See the terms of your contract.","Varies by location","att.com/erateandrhc","300 Mbps","300 Mbps","11","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"M0005937974281578763486184","AT&T","AT&T Business 15GB for Hotspot or Laptop","Mobile","25","This Monthly Price requires at least one phone line in the same group.","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mpbs (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms(5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","15GB","$10/2GB","","att.com/bizuyw","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"M0005937974541469191022129","AT&T","AT&T Business Connect (Backup) 35GB 5G","Mobile","245.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","35GB","$0.00001431/KB","","att.com/businessconnect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"M0005937974827854028589540","AT&T","$35-15GB mo MHS/Tab","Mobile","35.00","","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","","","Varies by location","att.com/prepaiddiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/prepaidmap","15GB","$10/5GB","","att.com/prepaiddata","att.com/bbnetwork","att.com/privacy","(877)426-0525","att.com/prepaidsupport"
"M0005937974105178195761079","AT&T","Accessibility Plan for Tablet Only","Mobile","55*","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","https://www.att.com/A11Yplans","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(866) 241-6598 [VOICE],(866) 241-6567 [TTY]","https://www.att.com/A11Yplans"
"F0005937974178533591554833","AT&T","Internet 24 (Copper 24Mbps)","Fixed","70.00*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","99.00","","","9.99","","Varies by location","att.com/bbdiscounts","30.7 Mbps","3.7 Mbps","29 ms","","","1.5 TB","$10.00/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/support/internet/"
"F0005937974207436244742419","AT&T","Access from AT&T Internet 768 (Copper 768K - Unlimited Data)","Fixed","30.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","0.75 Mbps","0.2 Mbps","49 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"M0005937974382006674670368","AT&T","$55-50GB mo MHS/Tab","Mobile","55.00","","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","","","Varies by location","att.com/prepaiddiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/prepaidmap","50GB","$10/5GB","","att.com/prepaiddata","att.com/bbnetwork","att.com/privacy","(877)426-0525","att.com/prepaidsupport"
"M0005937974323869224023684","AT&T","Mobile Hotspot and Laptop Connect 100","Mobile","100*","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","100GB","$10.00/5GB","","att.com/dataonlyplans","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"F0005937974762330387321897","AT&T","Internet 100 (Fiber 100Mbps)","Fixed","70.00*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","99.00","","","9.99","","Varies by location","att.com/bbdiscounts","132.3 Mbps","124.7 Mbps","12 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/support/internet/"
"M0005937974594869934216760","AT&T","AT&T Business Connect (Telemetry) 25MB","Mobile","10.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","25MB","$0.00001431/KB","","att.com/businessconnect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"M0005937974865567900983682","AT&T","AT&T Business Unlimited for Tablet Only","Mobile","75.00","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"F0005937974494037842956579","AT&T","Access from AT&T Internet 25 (Fiber 25Mbps - Unlimited Data)","Fixed","30.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","33.0 Mbps","30.4 Mbps","20 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"M0005937974563803975397194","AT&T","Access to Unlimited for Connected Car","Mobile","10.00","This Monthly Price requires at least one phone line in the same group.","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","0.00","","Varies by location","att.com/CCdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-82 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(866) 595-1334","att.com/support"
"M0005937974993648047794675","AT&T","$50 Unlimited MAX Select","Mobile","50.00","","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","","","Varies by location","att.com/prepaiddiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/prepaidmap","Unlimited","","After 30GB, speeds slowed to max 1.5 Mbps","","att.com/bbnetwork","att.com/privacy","(877)426-0525","att.com/prepaidsupport"
"M0005937974529249288854519","AT&T","Wearables on AT&T Accessibility Plan","Mobile","10","This Monthly Price requires at least one phone line in the same group.","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","https://www.att.com/A11Yplans","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(866) 241-6598 [VOICE],(866) 241-6567 [TTY]","https://www.att.com/A11Yplans"
"M0005937974460135192870924","AT&T","AT&T Mobile Select(R) - Pooled 3GB for Data Device LTE","Mobile","40.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","3GB","$0.000009536/KB","","att.com/mobileselect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"M0005937974131307601631534","AT&T","FirstNet (R) Unlimited Wearable","Mobile","10.00","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/fnplans","25-101 Mbps (4G LTE); 67-338 Mbps (5G); 190-477 Mbps (5G+)","3-13 Mbps (4G LTE); 4-22 Mbps (5G); 9-35 Mbps (5G+)","33-60 ms (4G LTE); 27-47 ms (5G); 25-40 ms (5G+)","Performance varies. See coverage at","firstnet.com/coverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800)574-7000","firstnet.com/support"
"F0005937974292059263832080","AT&T","Access from AT&T Internet 6 (Copper 6Mbps - Unlimited Data)","Fixed","30.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","6.8 Mbps","0.5 Mbps","39 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"M0005937974913442462225540","AT&T","AT&T Business Connect (Backup) 10GB 5G","Mobile","80.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","10GB","$0.00001431/KB","","att.com/businessconnect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"M0005937974530113268749394","AT&T","FirstNet (R) 100MB Feature Phone","Mobile","10.99","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/fnplans","25-101 Mbps (4G LTE); 67-338 Mbps (5G); 190-477 Mbps (5G+)","3-13 Mbps (4G LTE); 4-22 Mbps (5G); 9-35 Mbps (5G+)","33-60 ms (4G LTE); 27-47 ms (5G); 25-40 ms (5G+)","Performance varies. See coverage at","firstnet.com/coverage","100MB","$10.00/1GB","","att.com/fnplans","att.com/bbnetwork","att.com/privacy","(800)574-7000","firstnet.com/support"
"F0005937974715552876859258","AT&T","AT&T Internet 1G / 1G (eRate)","Fixed","120","","","is not","","","requires a contract.","12","Terms of Service - Legal Policy Center - AT&T (att.com)","","","$20 per month remaining in term, per AT&T Internet line installed may be applied until end of Service Agreement Term","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","att.com/smbbbcontracts","Installation Fee","150.00","","","","See the terms of your contract.","Varies by location","att.com/erateandrhc","996.5 Mbps","924.5 Mbps","12 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"M0005937974272014793430895","AT&T","AT&T Value Plus VL for Wearables","Mobile","10","This Monthly Price requires at least one phone line in the same group.","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974245213556042609","AT&T","AT&T 4GB Tablet","Mobile","20","This Monthly Price requires at least one phone line in the same group.","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","4GB","$10.00/2GB","","att.com/4gbplan","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974419664337774922","AT&T","AT&T Unlimited Premium (R) PL - 4 Lines","Mobile","60.99*","","","is not","","","does not require a contract.","","","Fees are listed on a per-line basis","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974848546769579119","AT&T","FirstNet (R) Unlimited Extra Mobile Hotspot Only","Mobile","40.00","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/fnplans","25-101 Mbps (4G LTE); 67-338 Mbps (5G); 190-477 Mbps (5G+)","3-13 Mbps (4G LTE); 4-22 Mbps (5G); 9-35 Mbps (5G+)","33-60 ms (4G LTE); 27-47 ms (5G); 25-40 ms (5G+)","Performance varies. See coverage at","firstnet.com/coverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800)574-7000","firstnet.com/support"
"M0005937974195125563709530","AT&T","$30 Monthly - Member","Mobile","30.00*","","","is not","","","does not require a contract.","","","Fees are listed on a per-line basis","0.00","","","","","","","","","","","Varies by location","att.com/prepaiddiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/prepaidmap","5GB","$10/1GB  or $20/3GB","","att.com/prepaiddata","att.com/bbnetwork","att.com/privacy","(877)426-0525","att.com/prepaidsupport"
"M0005937974118236006504491","AT&T","AT&T Business Connect (Backup) 200GB LTE","Mobile","950.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","200GB","$0.00001431/KB","","att.com/businessconnect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"M0005937974921849027319363","AT&T","AT&T Wireless Broadband Standard","Mobile","75*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","50.00","","","","See the terms of your contract.","Varies by location","att.com/bwbbdiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G);  23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support "
"M0005937974659779954041910","AT&T","$40 Monthly - Owner","Mobile","40.00*","","","is not","","","does not require a contract.","","","Fees are listed on a per-line basis","0.00","","","","","","","","","","","Varies by location","att.com/prepaiddiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/prepaidmap","15GB","$10/1GB  or $20/3GB","","att.com/prepaiddata","att.com/bbnetwork","att.com/privacy","(877)426-0525","att.com/prepaidsupport"
"M0005937974792859303665062","AT&T","AT&T Unlimited Starter (R) SL - 3 Lines","Mobile","55.99*","","","is not","","","does not require a contract.","","","Fees are listed on a per-line basis","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974740561056948548","AT&T","Legacy Responder Unlimited","Mobile","39.99","","","is not","","","does not require a contract.","","","Fees are listed on a per-line basis","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/bbfdiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G);  23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"F0005937974478916116122296","AT&T","Access from AT&T Internet 3 (Copper 3Mbps - Unlimited Data)","Fixed","30.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","3.3 Mbps","0.2 Mbps","39 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"F0005937974832386457493689","AT&T","Access from AT&T Internet 10 (Copper 10Mbps)","Fixed","15.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","12.5 Mbps","0.5 Mbps","37 ms","","","1.5 TB","$10/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"F0005937974791497504986750","AT&T","Business Fiber 500S","Fixed","110*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","","Installation Fee","150.00","","","9.99","","Varies by location","att.com/smbbbdiscounts","500 Mbps","500 Mbps","8","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"M0005937974931278790281088","AT&T","AT&T 500MB Standalone Plan for Wearable","Mobile","25.00","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/bbfdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","500MB","After 500MB data speed slowed to 128kbps","AT&T may temporarily slow data speeds if the network is busy.","att.com/500MB","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974801410486172833","AT&T","AT&T Business 50GB for Hotspot or Laptop","Mobile","65*","This Monthly Price requires at least one phone line in the same group.","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","10-71 Mbps (4G LTE); 38-215 Mbps (5G); 139-389 Mbps (5G+)","1-10 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-51 milliseconds (4G LTE); 25-44 milliseconds (5G); 20-36 milliseconds (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","50GB","$10/5GB","","att.com/bizuyw","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"M0005937974825574085166735","AT&T","AT&T Business Unlimited for Camera","Mobile","20","This Monthly Price requires at least one phone line in the same group.","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"M0005937974944100256982913","AT&T","AT&T Business 100GB for Hotspot or Laptop","Mobile","100*","This Monthly Price requires at least one phone line in the same group.","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mpbs (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms(5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","100GB","$10/5GB","","att.com/bizuyw","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"M0005937974230610749247369","AT&T","FirstNet (R) 2GB","Mobile","28.50","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/fnplans","25-101 Mbps (4G LTE); 67-338 Mbps (5G); 190-477 Mbps (5G+)","3-13 Mbps (4G LTE); 4-22 Mbps (5G); 9-35 Mbps (5G+)","33-60 ms (4G LTE); 27-47 ms (5G); 25-40 ms (5G+)","Performance varies. See coverage at","firstnet.com/coverage","2GB","$10.00/1GB","","att.com/fnplans","att.com/bbnetwork","att.com/privacy","(800)574-7000","firstnet.com/support"
"M0005937974381295256620519","AT&T","FirstNet (R) Data Connect Mifi Unlimited","Mobile","40.00","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/fnplans","25-101 Mbps (4G LTE); 67-338 Mbps (5G); 190-477 Mbps (5G+)","3-13 Mbps (4G LTE); 4-22 Mbps (5G); 9-35 Mbps (5G+)","33-60 ms (4G LTE); 27-47 ms (5G); 25-40 ms (5G+)","Performance varies. See coverage at","firstnet.com/coverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800)574-7000","firstnet.com/support"
"F0005937974287785572301032","AT&T","Internet 25 (eRate)","Fixed","30","","","is not","","","requires a contract.","12","Terms of Service - Legal Policy Center - AT&T (att.com)","","","$20 per month remaining in term, per AT&T Internet line installed may be applied until end of Service Agreement Term","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","att.com/smbbbcontracts","Installation Fee","150.00","","","","See the terms of your contract.","Varies by location","att.com/erateandrhc","25 Mbps","5 Mbps","26","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"M0005937974430450199779292","AT&T","$40 Monthly","Mobile","40.00","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","15.00 (only in AT&T stores) ","","","","","Varies by location","att.com/prepaiddiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/prepaidmap","15GB","$10/1GB  or $20/3GB","","att.com/prepaiddata","att.com/bbnetwork","att.com/privacy","(877)426-0525","att.com/prepaidsupport"
"M0005937974946054384151026","AT&T","Access for Connected Car","Mobile","10.00","","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","0.00","","Varies by location","att.com/CCdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-82 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(866) 595-1334","att.com/support"
